refined_rfe,count
"dermatitia , tenea",1
pain l/thigh,1
plts 125,1
hyperpigmented hairy lesion,1
wound generalized,1
n-76,1
ex derma,1
rta on 16/09,1
ear  pain b/l lymph node engl,1
pain over right eye brow,1
trauma to l/3 and 4 toes,1
v 3 times today,1
r loin pain d3,1
"worms, pit alba, pain @ trauma site",1
"snoring ,mouth brathing",1
trauma to r/ head 12pm yesterday,1
anal haemorrhoids,1
nasal bleeding episode,1
bodyaxhes 2m,1
"loin pain , dysuria",1
vom 3t diarrhoea1t,1
perioral dermatitis?,1
pain in r/ sj,1
b/lkj pain 1 week,1
genu verus l/s,1
at,1
dog bite on 2024.01.02,1
age  3 d,1
"vom 8t,   diarrhooea 2t",1
ln enlargt,1
behavioral problems,1
loose mortion 3 days,1
arv 4th dose.....,1
ear pasin,1
dog bite3pm,1
pain atl/ breast,1
sore toung,1
rta -run over injury,1
trauma to abdomen-6.45pm,1
sob - vomiting,1
"diarrhoea,1d, admit",1
vomiting++7 times,1
l/soulder pain,1
stools not passed 3d,1
poor wt gaion,1
01690082134,1
"vomiting ++,",1
"loose stool, vomiting 4 times,",1
01805153333,1
plts 160-163,1
01803953585,1
i njury to l/leg yesterday,1
urto,1
dragging l/leg while walking,1
pre auri tag,1
preauri,1
eye blee,1
wounds on legs,1
sub mandi lump,1
"vomiting,diahorea",1
01802574812,1
burns with hot milk,1
vomoting 1d,1
loose motion3 day,1
prominent sternum,1
l breast lump,1
01802696235,1
"tenia, pustules",1
earring entrapped,1
lump in the r arm,1
01805366836,1
trauma  to l eye,1
abdominal distension and pain,1
"had dysuria,  rxed with ab",1
01802759405,1
01805435102,1
"vomitting 8times , loose motion 10times daily",1
"menorrhagia, dysmenorrhoea",1
dysmenorrhea,1
arv im 4th dose,1
tearing 6 months,1
kj pain 1/12,1
lymphadin itis,1
lup at pinna,1
"worms, pustule on nose",1
rolled down over the steps,1
loose stolls  vomiting,1
abd. p. loose motion vomi,1
eye leision,1
"loose stool , vomiting x 4d",1
"red eye,l/s",1
eye oede,1
reddish spots 5d,1
01805163472,1
dys. urea,1
stay dog bite,1
wt. loss,1
worm t,1
anal tag?,1
burnt with hot tea,1
abn. eye movements,1
urtu,1
burn with hot water.,1
perthes,1
dog bite on ls shoulder,1
swelling in r/ loin  - ? henia,1
ttaqlepies,1
undet weight,1
l shoulder pain 6/12,1
dog bite on ls ankle.,1
not passed stools 8 days,1
head hit a swing,1
bleeding ears,1
lmv,1
",loose sool 1d,vomiting  2d",1
l   ear pain,1
arvd3,1
trauma to r /ear,1
vomitting with blood,1
"vomitting 3 times , loose motion",1
poor heaering,1
"diarrhoea,vomiiting",1
prune belly syndrome,1
"vomititng,",1
loose mlotion,1
dearrhoea,1
vitiligo ?,1
voimioting,1
sub orbital redness,1
ankle twist injury yesterday,1
01804785457,1
sob while on treatment,1
strobery nevus,1
hot water burn last night,1
pain & swelling in r/hand,1
pain in,1
pain in ls arm.,1
sob 2d,1
grossmotor delay,1
lump at anus admit,1
admit with sister [siblings],1
01805109889,1
"loose motions 5d, vomiting",1
01803054012,1
absent seizure,1
stunted,1
hypos,1
abdominalm pain vomiting 1d,1
pinh,1
loose stools 5 times,1
"epi pain, worms",1
r/hand deviation to l/side,1
"visual impairement, blurred vision",1
? bitten by a dog,1
admit with the sister,1
loose motion vomi abd p.,1
01804880159,1
r/l leg pain,1
sys.m,1
e p,1
arv 3re dose,1
watery loose  stool +,1
"thr pain, thr normal",1
lump at i//ln,1
"rhinitis, on nasal drop",1
bleeding gum,1
01804052148,1
watery stool 3 times daily,1
01802650257,1
abnormall  gait,1
line in eye,1
vvomiting 3t,1
possible head injury,1
"diarrhoea 8 days,,,vomiting, admit",1
sug,1
body weekness,1
loos stools 1odays,1
low hb 8g /dl,1
lump near l ear,1
"joint pains x 3d. asot high , also esr",1
"had a lump in r groin 2/52 ago, r groin nad",1
"vomiting 5 times, loose stools 3 times",1
"thr pain, v",1
l/elboe joint pain,1
l/sghoulder pain,1
? trauma to l/ll,1
bo today,1
"swelling in l eye, redness in eye lid",1
sob x 1/52,1
genital pains,1
sdx,1
l/arm trauma,1
"age , vomi1",1
r/ear lobepain,1
throat irrit,1
lump over kj,1
pain in l/l,1
bla nail,1
burning sensation in the tongue,1
knee joint problem,1
"diarrhoea,vomiting,1d , on rx ,",1
suborbital oedema,1
breast tis,1
l/leg trauma,1
loose motion 6d vomi 6d abd. p. mild dehydration looks ill,1
reprts ok,1
multiple lumps on head,1
tinea in inguinal,1
"hand pain ,allergy",1
small pustules,1
"leg pains, smelly urine",1
pain in both eyes 1/52,1
01803421831,1
"bloating abd. bo normal, uop normal,",1
loin pain  vomitinh,1
poor attention on studies,1
menorrhegia,1
ll wounds,1
kj [pains,1
"diarrhoea,vomiting,1d ,",1
"epi pain, v 2d ago",1
"not talking,not attending",1
hearinh,1
bvells palsy,1
blee pr,1
lg pain,1
kj point,1
ear ahhe,1
prepuse plm,1
abd.pan,1
01804330890,1
"dehydration,",1
tinae,1
ligh n,1
"lm, v x3d",1
haemangioma?,1
loose stools  7 days,1
01802941763,1
l/swallen eye,1
vomited 6 times-   ill looking +,1
"known wheezer,   sob +",1
walk issue,1
hdm,1
ex  wax,1
01804454351,1
"dysuria, haematuria d2",1
l/s inguinal pain,1
r s abominal pain,1
trauma r/ toes,1
trauma headx2d,1
impair vision,1
shoulder dis,1
injury to l/leg,1
r/ear pain and swelling aruond ear,1
plts 166--&gt; 158,1
mouth lump,1
lumo witheye,1
"sneezing,nb",1
bl/thalepes,1
lump in lower lip 1w,1
anasmia,1
as r,1
vomiting looswe stool,1
trauma to the eye,1
"nausea,swetting",1
green stools,1
"loose stools d3, 10 times a day",1
dog bite 3.30pm,1
aggressive behevior,1
? trauma to perinium,1
no pain,1
photo pob,1
sub lingual ln+,1
phlegm and throat pain,1
? / ear trauma,1
01802557148,1
nephrotio,1
"diarrhoea, with blood",1
r  loin pain  2/12,1
post nasal drip,1
puatuls,1
super glue in r/ eye,1
b/l kj & ej pain 5d,1
bubles on tounge,1
?bitot spot,1
"agg.beh,",1
resistent,1
tinaea,1
ear pauin,1
vomiting and l/inguinal ln+,1
"diarrhoea,vomiting, 1w",1
deisuria,1
ear smell r,1
r sided inguinal hernia ?,1
pain hands,1
motor an,1
ud,1
loose stool x 10 days,1
? sm,1
pred,1
bow legs l>r,1
hb 8.7,1
diarhea vomiting,1
no vag slit,1
rv wd,1
wt g,1
gait abnormal,1
arv4 th dose,1
l kj pain  3d,1
haematu,1
arv 4th dose (04/09/2024),1
vertigo  admit sos,1
traum to head,1
r/s leg pain 6 months,1
v 6 times,1
l/ leg pain 1 w,1
vomi loa,1
dys palehair,1
sutuire rem,1
a small lump over r/knee,1
wound over l hand,1
"r/s ear pain,knee jt pain",1
trauma l/ big toe on 31st,1
trauma l/arm,1
loa   better,1
raeh,1
01802739795,1
trauma ?,1
l thigh pain,1
vomiting loos stools  3d,1
repeated vomiting 1d,1
hepatomegaly?,1
01803025798,1
ear paibn,1
? allery  o amox,1
t.versi kj pain,1
"loosestoools,v",1
pain and swelling right leg,1
"leg pain,ear pain",1
diarrhoea vomiting 2d,1
need to insert a ng tube,1
01804816872,1
"looser stool ,",1
blunt trauma to r/elbow,1
lymphad,1
pustules around l easr,1
"dysurea,anorexia",1
"r/squint,smaller",1
"lm, v x 1d",1
"v,loose motion",1
vomiting . loose stool 1d-,1
"vomiting++, loose stool x1d",1
epistaxis &    haemetemesis,1
unstabal l/s shoulder jt,1
low plt-118,1
anul lump,1
no vomiting now,1
boby pain,1
r/upper limb pain,1
milk vomiting 1 episode,1
abd. p.1d,1
kj pain 4d,1
epigas.,1
d7 arv,1
"death,",1
spy,1
01803194107,1
haemorrhoids,1
heel,1
"vomited 5 times , loose stool 5 times",1
tearing and eye pain,1
era pru,1
blu vision,1
trauma head 6.30pm,1
r/knee trauma,1
twisted l/ankle,1
"loose stools d3, blood stained today",1
"vomiting,diarrhoea,1d admit",1
trauma to l ua and  l shoulder,1
"sorethroat , oral intake less",1
abdomianl pain,1
trauma to the throat,1
abd.pian,1
abdominal distension 2 weeks,1
external pinata r abnormality,1
blunt injury to l/big toe,1
vomiting x 4 times,1
r/ eye trauma yesterday,1
"diarrhoea 4d,blood stained stool",1
poor study,1
pityriasis alba,1
impired hearing,1
d7arv,1
behavour problem,1
"vertigo,drowsiness",1
wart ove r hand,1
trauma r/ handx1/52,1
"loose motion , vomitting 3d",1
"pain in tongue, has bitten the tongue",1
heart murmrur,1
l/ear lobe burn,1
behaviuor problem,1
pain in r nipple,1
r/ head trauma,1
lumd anal area,1
hit a ball on r/eye,1
l/s  leg,1
loose motion with blood stains,1
mild  wheez,1
poorly growing nails,1
trauma nose-10am,1
dirhoea 1 week,1
pain epiges,1
"vomiting not settled ,",1
b/l leg pain >1/12,1
leg pain 1 yr,1
upper abd paoin,1
01805417977,1
vomiting 2hrs,1
spot in the l/s eye,1
"ankle pain,joint pain",1
"loose stool,vomiting 3d",1
01803522463,1
hand prob,1
sleepines,1
to review with investigation,1
loose motion abd. p. low uop,1
loose motion5t,1
r/ear pain 4d,1
"v0miting not responded to tx,loose motion",1
opd viosit,1
supra orbital odeama,1
01804660031,1
01690004443,1
loin pain1/52,1
vision problem r/s eye 1 week,1
l/ear dis,1
urinary symptom,1
01805014972,1
b/l leg pain  2w,1
01804620191,1
/ dysuria  phimosis,1
"sneezing/,",1
dry lip,1
low plt-150,1
keloid?,1
"diarrhoea, 1d",1
b/l kneejt pain,1
01804701702,1
tlonskilitis,1
house rat bite x 2d,1
r-nhsl-agressive beh.,1
wound at r/ sole,1
"tenia pedis, not responded to rx",1
generalized weakness,1
r/thigh pain 4d,1
01805417753,1
r/ankle joint pain,1
haematoma inj site,1
swelling in leg,1
ex,1
"loose motions, vomiting",1
"vomiting , loose stools 4d",1
hot tea burnx2d,1
ar5v 4th dose,1
pain over legs,1
lump l/s eye brow,1
wounds b/lll,1
stray  dog bite,1
to order lab,1
ear bleeding r/s,1
"vomiting, loose stool  1d",1
heamorrids?   no pr  bleeding,1
01804568473,1
loose motioins 1d vomiting,1
"vomiting  , loose stool 3d  - ill looking -",1
blunt trauma r/toes,1
01802573921,1
eye redness01802573921,1
r/eye irritation,1
healing wound,1
genu verus,1
01804041117,1
l/eye trauma yesterday,1
"diarrhoea,1week",1
"vomiting,4d,diarrhoea,1d",1
rar pain vomiting,1
ear pain vomiting,1
dysuria admit,1
wilson,1
uti+rti,1
?? siezure,1
wartsa,1
papular urti,1
trauma l/s eye,1
"vomititng,noisy breathing",1
l/s elbow swelling,1
age red uop,1
post bmt d+30,1
tooth broken,1
01803147147,1
lethargy 2wk,1
"diarrhoea,watry stool",1
leg pain joint pain,1
r /s ear pain,1
loose stool vomiting 2 days,1
abominal pain,1
lump-on head,1
lump / 1d,1
limping gait 2 d,1
01805330246,1
lump on l/ lower eyelid,1
wound heel,1
?? haematuria,1
trauma to tongue and lower lip,1
"vomitting , loose motion 5times",1
dragging l/leg,1
tearing 6m,1
"loose motion, vomitting 2d",1
"sore throat 1d,",1
t3,1
blood stained urine,1
taenia on rx,1
smell in the r leg,1
lump r/s below l ear,1
bno not su,1
e loin pain,1
abnormal,1
"v,loa",1
jugular prominant veion,1
01805388996,1
01802615417,1
abd .pain  >1/12,1
wund,1
trauma r shin,1
generalized oedema,1
bleedong,1
"vomitting 2times, uop",1
hand pain ras,1
l ankle sprain,1
papule in ingunal area,1
01804393369,1
dog bite on 2025.01. 01,1
dog bite on 2021.01.01,1
"vomiting 2 days, not taking orally, lethargy",1
severe pain in hand,1
01805121173,1
ring,1
right,1
bony lump. overage,1
trauma to r/ ear 6pm,1
? large head,1
abnormal sitting position,1
pruritis vul;vae,1
taenia 1m,1
? trauma to r/wj,1
blunt trauma to r/leg,1
01804900577,1
alope,1
r/ eye injury,1
b/l ear tags,1
allergy ?,1
2week du,1
developmetal delay,1
migrating joint pain,1
looose stools vomi,1
asym,1
pain at r/kj-5d,1
goitre ?,1
"ba, was on inhalors",1
multiple ln enlargmentr,1
ln enlargement?,1
ln enlargement ?,1
viral ln,1
trauma dental,1
anxiety dis,1
lump on l wrist,1
"obese,vision",1
r ganglion,1
milsd epistaxis,1
ligual thyroid,1
no alb,1
repititive head movements,1
burn on l/palm,1
l/s testis pain swelling today,1
ear pian,1
ugi symp,1
xxxxx,1
zipper entrapment,1
ln inguanal axillary area,1
"bno 2d,hard stool",1
01804110540,1
trauma to l/shoulder,1
01803476686,1
lump in l breast area,1
"vomiting,milk,sneezing",1
skiinh lesion whoie body,1
bitter taste,1
aqu,1
hamsting strain,1
nontender  ln,1
squinmt,1
r/ear hearing impairment,1
allergiy,1
"vision less,squint",1
multiple prob,1
b/l knee ji pain,1
bluish dis,1
eartag,1
pain swelling over the r/s elbow jt,1
pash,1
sob  1d,1
not moving the r/upper limb,1
plts 161---&gt;140,1
arv 4 h dose,1
grey area in r eye,1
poor weihgt ga,1
eryth,1
plte 173,1
"alletrgy ,redness spots",1
heart/arterial murmur,1
urethris,1
01805387196,1
soerthroat,1
? sprained r/aj,1
"loose motionm , vomitt",1
red eyes 12 days,1
plts 184--176,1
hrt irr,1
squerel bite,1
"v,d d2",1
sp. dis,1
01803809613,1
kk,1
tinea vers,1
burn with hit tea,1
unusual writing habit,1
blast near l/ear,1
keloid  multipleln,1
"pain,inr/thumb",1
vomi thr. p. abd. p.,1
rta treated at ragama th,1
paratid,1
pustulear lesion,1
l n enlargewment,1
b5reast pain,1
boqw legs,1
anb pain,1
r hip joint pain,1
worm m rx,1
injured r/ej,1
bunnion,1
01802884369,1
r leg weakness,1
swelling pleating,1
netrophil high,1
vom several times,1
tennis elbow r/s,1
"vomitting 3times, diarrhea 3times",1
"thr irritation 3/52, not taken rx",1
swore tr,1
uop .>,1
bu,1
b/l kj pain 1/52,1
l/eye squint and vision impairment,1
abb.pain,1
distended abdomen and loose motion,1
ain,1
redused vision  r eye ?,1
dysurea  2/52,1
breast lump pain,1
vomitting  3 t today,1
01690105034,1
leg pain x 1/12,1
trauma to r/eye area-3pm,1
gum ds,1
diarrhoea  3d,1
larva migrant,1
01804726717,1
"dev delay,nasal adenoid",1
01805100052,1
mild swelling over r/leg,1
arv -2nd,1
lip tag,1
hypopigmented over the head,1
eye trau,1
vomited breast milk around 3 pm,1
01803701497,1
tearing squint r/eye,1
throat  pain,1
arv 3.rd dose,1
"loose stools,abd.paain",1
vomiting  6times,1
"squint, pperiorbital redness",1
pul. tb?,1
swelling at-l/ear-last night,1
"pityriasis rosea, epi pain",1
2nd visit lama,1
vision impair,1
"r,red eye",1
early pustules,1
abrasion on rs knee,1
"vomiting, loose motion abd. p.",1
whrrzing,1
to rv blood reports,1
01803484870,1
pain in ls ear.,1
red watery eye,1
trauma to lower eye lid,1
ant bite on penis,1
"vonititng,gerd",1
hit on bed bar her head,1
loose stools - large volumes,1
tongue tie??,1
loose motion vomiting  low uop,1
hearing impairment l/ear,1
"small lump at penis,",1
umb gra,1
arv th dose,1
leg pain even during dayti,1
trauma l/ ej-14th,1
"pr bleeding - 2 episodes, low hb",1
"r,ear pain",1
soure th.,1
"vomitting2 , loose motion",1
?? murmur,1
periods irregular,1
enlarge thyroid gland,1
lump-over r/eye,1
s s,1
asbd pain,1
b/l ll numbness,1
"abd dis, diarr",1
sole jt ll pain,1
pain in l/s abd,1
abd. p. loose motion low uop,1
l/ear  dx,1
edar5 wax,1
loos stools 7d,1
leg problem,1
l/eye stai,1
lump in thev l arm,1
lip symptom,1
b/l leg pain 6 months,1
"trauma to eye ,red eye,",1
esr to be done,1
"vertigo 3d , diziness +",1
py,1
musle sprain r/leg,1
ln normal in size,1
trauma r/eye area-6.30pm,1
swelling  around the eyes 4d,1
b/l ll weakness & pain,1
l/n engl.,1
loose motion 2,1
small eye lid stye r/s,1
abd a,1
loose stolls,1
abdomnal pzns,1
?balanitis,1
"tenia, early lesions",1
sprain l/index,1
shoulder p,1
viral lymphadenopathy,1
removre sutures,1
dengue plt 149,1
01690032915,1
i hernia,1
r/ breast pain,1
01803375920,1
"involuntory movements, stamering",1
01804978292,1
wi and dress,1
possible pulled elbow,1
l/upper limb trauma,1
lypoma,1
needle punture,1
"vomiting,3days,diarrhoea,admit",1
low bp,1
blunt trauma to abd,1
l/s ab pai,1
dentoalveolar ab,1
vomiting loos stools 1d,1
r   ear,1
? agn,1
right axillary swelling,1
plts 181-163,1
doiarrhea,1
"abd.paim,vomiting",1
bony swelling,1
eye pain and swelling 2d,1
"v, lm x 1d",1
r hip problem,1
01803730652,1
pla,1
as requeted,1
gastritis  rhinitis,1
"vomiting, x1d",1
vt,1
01803984358,1
devalopment delay,1
l/aj swelling,1
r/s ear bleeding,1
hhhh,1
01802566925,1
"phymosis, not rxed",1
plts 221,1
tennis ball hit on l/eye,1
joint pain  multiple,1
bl loin pain,1
joint pain with hallus varus,1
ln enlargement x 6/12,1
loose stool x 3d,1
l/ankle pain,1
heamaturia 2 days,1
tearing when reading,1
irritation over vaginal region,1
01805368824,1
short shight,1
worn,1
"red eye,obese",1
b/l heel pain 1m,1
unable to put legs on ground,1
squin,1
palm and sole sweatim,1
v today 3 times,1
pain at l/inguinal area,1
diarrhoea\,1
"vomiting,gastritis",1
01803041936,1
behaviour p,1
01802692051,1
bowel,1
jump on a bed,1
vomiting++5times,1
not speeking properly,1
diarrehoea vomiting,1
murmurs,1
trtrh,1
trauma to upper lip x 3d,1
sx admit,1
ej pain,1
burn with hot metal,1
[pain,1
j pain,1
ex  tearing,1
ing p,1
trauma genital region,1
epi pain 2/52,1
ex g,1
exs hair loss,1
01805008651,1
wt in orange zone,1
roll on a bed,1
injury on ls knee,1
plts 223,1
"nausea, abdpain 1d",1
"?impetigo,",1
"loose stool, x2d",1
abd. p. 1 week dysurea,1
pain prepuse,1
right breast pain,1
l/aj swlling,1
red yeye,1
eye dots,1
l/s leg pain and tenderness,1
l/s knee joint pain and tenderness,1
pain in lowe limb,1
r/periorbital swelling 3d,1
01802859825,1
submandibul swelling,1
pop broken,1
turners xd,1
tongue tie   stammering +,1
"diarrhoea,vimiting",1
gittery movments,1
r kj pain 2 yrs,1
wor rx,1
"loose motion, vomittinmg , sleepiness",1
small pustule in nostril,1
pain in rs distal leg,1
blunt trauma to r/4th toe,1
swelling below eyes,1
rti ?low plts,1
repeated vomiting 6-7 times,1
blood stained saliva,1
ab paiiiin,1
allergy to ear ring,1
b/l ih,1
trauma r/ hand yesterday,1
small pustule over the penis,1
l/knee trauma,1
? boil  not seen,1
? anaphylaxis,1
l/supraorbital swelling,1
allergy with vertigo and vomiting,1
heart rate,1
abnormality,1
gastroentri,1
b/l kj pains,1
sore thr 3 d,1
sore 3  neutropenia,1
"vomiting,1d, admit sos",1
inrease rr,1
trauma to eye r/s,1
wt -3sd,1
odor mouth,1
sorethr 1,1
t.versi ?,1
vomiting and abd. distention,1
"loose stools d6, now less",1
burn injury on ls hand,1
r ll pain and ? weakness,1
trauma l/eye area-yesterday,1
swollowed anail-11.30am,1
loose stools3d,1
allergy to milk,1
"sob, mx as dka",1
biopsy done,1
warts over l knee,1
"vomitting 5 times, loose motion",1
multiple lumps in the body,1
patient requested syrup,1
l/s  ear lobe swelling,1
aerv 4th dose,1
sym,1
01804773958,1
loinn pain,1
dirrhoea 5,1
phim,1
worm tretment,1
lowwt,1
wart over-l/eye,1
trauma r/ eye x yesterday,1
sleeping less hours during night,1
01700023698,1
trauma r/ hip and thigh -yesterday,1
rta-4pm,1
loose motions vomiting 1d,1
sty in both eyes,1
r eyelid swelling,1
loose  motions,1
llooos motion,1
pain in penis d3,1
abration at l/leg,1
dog bite on 2024.11. 23,1
arv 2nd dose\,1
sob 1w,1
pain in l/elbow joint 1d,1
injury in perepuse,1
r /nasal bleeding,1
01803507381,1
pigmentation below thenose,1
stable,1
? tenia,1
tooth ah den ab,1
r/ thigh pain 1yr,1
dys  haemature,1
ent blee,1
wound in eye,1
peri orbital swelling 2d,1
01802943793,1
"loose stool , vomit",1
tiny l01803210481,1
"sleepiness,",1
b/l leg pain 4/12,1
poor vision smll letters,1
pain below the l/eye,1
arv 3rd doser,1
lower abd t,1
nasl bleeding,1
kj pain 4 mon,1
eye pro,1
abn upper limbs,1
loose stool . vomit,1
reading,1
lump l/s arm 2wk,1
behaviur problems,1
rn and phlegm,1
eye lid swelling r/s,1
"dysurea,not passing urine",1
ln r/s enlrgement,1
"epi pain, loose stools, vomiting",1
01805087259,1
lymphdinitis,1
swollen toe,1
"loose stool, vomiting - dehydrated?",1
wound ls arm,1
"poor weight gain, hb-10.1g/dl",1
lump at immunization site,1
burn injury to rs eye,1
"pain &l/ing,lymp.node eng,",1
pain over r nipple,1
abd paiin,1
swell r/s thumb,1
swell penis,1
tearing  1week,1
bri,1
1. 5 wk,1
abdominal mpain,1
swelling r/s thumb-  given ab swelling +,1
b/l ear pain-1/12,1
? seizures,1
abrasion on rs upper eye lid,1
"b/l leg oedema, mild periorbital swelling",1
sorness arund anus,1
pain in right ll,1
tonsilt,1
wheezinmg,1
arv 4 th  dose,1
woud worms,1
pressure/tightness,1
/ lump atnipple,1
dog bite on 17/11,1
behaviour prblems,1
loose stools 2d vomiting  low uop. not taking orally,1
burn injury yesterday night,1
grnaralized body pain  2/12,1
exertional dyspnea?,1
leg pain 2 month,1
knee jt pain  b/l,1
"tonsil enlaged ,",1
injury to l/thumb,1
rta abrasion on rs ankle,1
r/leg not walking properiy,1
loose stools2d,1
skjin,1
poor wt agin,1
"loose stool vomit, 5d",1
inguinal ln enlargemet,1
raqsh1/52,1
pain in ls shoulder.,1
vomoiting,1
ear pain  2/52,1
inguinal ln enlarge,1
"loa,vomiting,",1
joint pain eosino high,1
limb haematoma,1
loose sttol vomi,1
ear noise,1
"eye pain,+",1
"? blephar was on treatment , not resolved",1
irritabal bowal / stress,1
breat,1
dog bite on 2024.10.24,1
sorethr red only,1
bleed,1
leg abnormaliy .,1
trauma to nose today morning,1
urinar,1
01805218565,1
01804741526,1
"wound,admit sos tomorrow",1
genital injury,1
truma r/eye lid,1
prepuse problem,1
l/dropping eye lid,1
asg,1
sore tr vom 1t,1
gastyriris,1
r/ ieg pain 1 month,1
trauma to l kj  5d,1
? tongue tie,1
abvd. p.,1
vulval wound,1
minor trauma to l/eye brow,1
empitigo,1
loin pain  vomiting 1d,1
01803821915,1
proximal jt pain/swelling,1
vomittinmg,1
allergy to earrings,1
